53,5,482,61,11,22,-1,-1,-1,0
54,5,482,61,12,21,-1,-1,-1,0
55,5,483,61,10,21,-1,-1,-1,0
56,5,483,61,10,21,-1,-1,-1,0
161,8,365,53,11,17,-1,-1,-1,0
162,8,362,53,11,17,-1,-1,-1,0
163,8,360,53,11,17,-1,-1,-1,0
181,8,357,49,11,14,-1,-1,-1,0
183,8,364,46,8,13,-1,-1,-1,0
184,8,366,44,8,13,-1,-1,-1,0
185,8,367,44,9,13,-1,-1,-1,0
186,8,376,43,9,13,-1,-1,-1,0
187,8,380,42,9,14,-1,-1,-1,0
193,8,399,37,10,15,-1,-1,-1,0
194,8,407,35,10,15,-1,-1,-1,0
201,8,419,30,10,13,-1,-1,-1,0
204,8,422,28,9,13,-1,-1,-1,0
208,8,427,26,9,13,-1,-1,-1,0
209,8,428,26,9,12,-1,-1,-1,0
211,8,430,25,10,11,-1,-1,-1,0
212,8,430,25,10,11,-1,-1,-1,0
217,8,429,25,8,12,-1,-1,-1,0
308,12,252,70,10,17,-1,-1,-1,0
522,19,241,226,16,15,-1,-1,-1,0
525,19,242,230,12,16,-1,-1,-1,0
535,19,248,248,12,14,-1,-1,-1,0
536,19,250,253,14,19,-1,-1,-1,0
537,19,251,254,15,21,-1,-1,-1,0
546,19,260,267,12,19,-1,-1,-1,0
548,19,265,275,13,18,-1,-1,-1,0
549,19,267,277,12,19,-1,-1,-1,0
556,19,274,285,12,18,-1,-1,-1,0
558,19,279,287,12,17,-1,-1,-1,0
559,19,281,287,12,17,-1,-1,-1,0
569,19,274,250,18,17,-1,-1,-1,0
570,19,272,240,18,18,-1,-1,-1,0
571,19,271,236,19,19,-1,-1,-1,0
587,21,243,152,18,16,-1,-1,-1,0
589,21,242,150,20,17,-1,-1,-1,0
590,21,241,152,22,18,-1,-1,-1,0
591,21,245,155,18,17,-1,-1,-1,0
592,21,246,156,18,17,-1,-1,-1,0
593,21,251,159,13,17,-1,-1,-1,0
594,21,251,160,15,17,-1,-1,-1,0
595,21,251,160,15,17,-1,-1,-1,0
596,21,250,160,17,16,-1,-1,-1,0
598,21,251,163,14,16,-1,-1,-1,0
599,21,251,164,14,16,-1,-1,-1,0
602,21,246,170,14,17,-1,-1,-1,0
604,21,236,179,16,18,-1,-1,-1,0
605,21,233,183,16,17,-1,-1,-1,0
606,21,232,184,15,18,-1,-1,-1,0
609,21,221,190,16,18,-1,-1,-1,0
629,21,207,219,17,15,-1,-1,-1,0
630,21,205,225,15,14,-1,-1,-1,0
631,21,204,227,15,14,-1,-1,-1,0
